CompiledGCCStatus,RunStatus,Runtime,FileName,Path,CodeLines,OutLines
"Yes","0","124","1.002532918","Metropolis_Algorithm_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","111","0"
"Yes","0","0",".002831117","De_Casteljau_Algorithm_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","58","8"
"No","1","N/A","0","Smoothed_Particle_Hydrodynamics_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","122","0"
"Yes","0","0",".002301566","Cross_Entropy_Loss_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","53","1"
"Yes","0","0",".003498985","RC5_CFB_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","111","5"
"Yes","0","0",".003143969","DFS_Tree_Construction_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","110","6"
"Yes","0","124","1.043340930","FastICA_Algorithm_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","305","0"
"Yes","0","0",".010913959","Matrix_Completion_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","76","4"
"Yes","0","124","1.002270801","Q_Learning_with_Function_Approximation_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","172","0"
"Yes","0","139",".353625554","Closest_Pair_n=10_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","118","0"
"Yes","0","124","1.002036917","Rabbit_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","102","0"
"Yes","0","136",".082200891","Fermat_Primality_Test_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","76","0"
"Yes","0","0",".003797559","Label_Propagation_Clustering_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","102","101"
"Yes","0","139",".229929462","Inverse_Iteration_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","110","0"
"Yes","0","0",".002227820","Cycle_Canceling_Flow_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","181","2"
"Yes","0","0",".414325444","Self_Supervised_Learning_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","146","12"
"Yes","0","0",".182762791","PID_Numerical_Tuning_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","190","131"
"Yes","0","0",".002734103","Separating_Axis_Theorem_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","129","16"
"Yes","0","0",".012682770","Path_Smoothing_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","112","11"
"Yes","0","0",".003063764","RC5_Block_32_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","148","18"
"Yes","0","0",".002388821","Preferential_Attachment_Graph_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","111","43"
"Yes","0","0",".003116811","k_d_Tree_k=5_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","107","21"
"No","1","N/A","0","Polygon_Boolean_Small_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","148","0"
"Yes","0","0",".006572786","Cunningham_Chain_Test_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","88","52"
"Yes","0","0",".048780225","Q_Learning_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","88","6"
"Yes","0","0",".002540969","Planarity_Test_Kuratowski_Subgraph_Check_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","157","1"
"No","1","N/A","0","Algebraic_Multigrid_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","194","0"
"Yes","0","124","1.004441874","SUMMA_Matrix_Multiplication_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","69","0"
"No","1","N/A","0","Biconnected_Components_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","148","0"
"No","1","N/A","0","ARIA_ECB_128_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","375","0"
"Yes","0","0",".003018017","Maximum_Matching_in_DAG_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","104","1"
"No","1","N/A","0","Conjugate_Gradient_Optimization_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","169","0"
"Yes","0","0",".002969290","DryGASCON_256_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","155","9"
"No","1","N/A","0","Camellia_192_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","212","0"
"Yes","0","124","1.002873759","BiCGSTAB_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","184","0"
"No","1","N/A","0","AES_128_CMAC_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","236","0"
"Yes","0","139",".377755558","Levenberg_Marquardt_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","146","0"
"Yes","0","0",".007076969","Extended_Kalman_Control_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","159","8"
"Yes","0","0",".003204840","AES_128_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","205","3"
"Yes","0","124","1.001738325","Geometric_Heat_Flow_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","53","0"
"Yes","0","0",".016213917","Randomized_SVD_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","376","23"
"No","1","N/A","0","LORA_Fine_Tuning_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","183","0"
"Yes","0","0",".003276774","Graph_Coloring_Greedy_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","127","10"
"Yes","0","139",".354837509","Deflation_Method_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","147","0"
"No","1","N/A","0","Blowfish_CBC_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","183","0"
"No","1","N/A","0","Boolean_Operations_on_Polygons_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","117","0"
"Yes","0","0",".002492386","Welsh_Powell_Algorithm_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","151","8"
"Yes","0","0",".003754085","Octree_Construction_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","206","46"
"Yes","0","0",".004289590","Kuhn_Munkres_Algorithm_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","103","123"
"Yes","0","0",".003146373","CHAM_128_128_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","102","3"
"Yes","0","139",".345447159","Proximal_Policy_Optimization_Regressor_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","122","0"
"Yes","0","0",".010087161","Convex_Hull_Random_Points_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","118","10"
"Yes","0","139",".853232822","SwAV_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","202","0"
"Yes","0","0",".003501633","Line_Clipping_Liang_Barsky_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","122","14"
"Yes","0","0",".002687672","Camellia_128_ECB_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","152","3"
"Yes","0","0",".003133176","Modular_Division_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","82","4"
"Yes","0","0",".002386540","ALIGN_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","96","40"
"Yes","0","124","1.002172899","Random_Projection_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","150","0"
"Yes","0","0",".007841162","Discrete_Cosine_Transform_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","58","1"
"Yes","0","0",".003434517","Richardson_Extrapolation_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","131","10"
"Yes","0","0",".003593487","XXTEA_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","112","4"
"Yes","0","0",".003339777","Grain_v1_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","116","3"
"Yes","0","0",".007590006","Radiosity_Algorithm_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","115","4"
"Yes","0","0",".373886301","KATAN_32_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","120","12"
"Yes","0","0",".003174330","Cross_Product_3D_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","47","3"
"No","1","N/A","0","RoBERTa_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","206","0"
"Yes","0","0",".003291624","Naive_Bayes_Classifier_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","91","3"
"Yes","0","0",".003132585","Baby_Step_Giant_Step_Algorithm_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","98","3"
"No","1","N/A","0","BERT_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","211","0"
"No","1","N/A","0","Vector_Projection_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","68","0"
"Yes","0","0",".004018997","Polynomial_Evaluation_Horner’s_Method_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","94","35"
"No","1","N/A","0","Curvature_Estimation_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","93","0"
"Yes","0","0",".003236902","Point_Rotation_3D_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","74","6"
"No","1","N/A","0","U_Net_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","310","0"
"Yes","0","0",".002223952","Geometric_Hitting_Set_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","109","15"
"Yes","0","0",".002997440","Simple_Continued_Fraction_Representation_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","106","5"
"Yes","0","124","1.001798215","CLIP_Contrastive_Language_Image_Pretraining_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","156","0"
"Yes","0","0",".003593867","All_Pairs_Edge_Connectivity_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","177","10"
"Yes","0","0",".002882226","Convex_Hull_Grid_Points_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","80","5"
"Yes","0","0",".008679135","Maximum_Likelihood_Estimation_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","61","1"
"No","1","N/A","0","Quadtree_Query_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","115","0"
"Yes","0","0",".002414550","Matrix_Exponentiation_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","95","96"
"Yes","0","134",".093542510","AES_256_GCM_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","257","0"
"Yes","0","0",".003255272","Modular_Arithmetic_Multiplication_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","68","12"
"Yes","0","0",".003624097","Momentum_Optimizer_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","88","5"
"Yes","0","0",".003016295","Online_Bipartite_Matching_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","86","9"
"Yes","0","0",".002328280","Collision_Detection_Circle_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","133","6"
"Yes","0","0",".003150078","Cross_Product_2D_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","63","12"
"No","1","N/A","0","Transformer_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","225","0"
"Yes","0","139",".358052209","Signed_Distance_Field_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","164","0"
"Yes","0","0",".256372656","Implicit_Surface_Rendering_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","108","20"
"Yes","0","124","1.003164328","WGAN_GP_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","230","0"
"Yes","0","0",".002333031","Polynomial_Multiplication_Naive_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","60","1"
"No","1","N/A","0","Bridges_in_Graph_Tarjan’s_Algorithm_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","136","0"
"No","1","N/A","0","Backtracking_Graph_Coloring_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","132","0"
"Yes","0","0",".002447594","Multi_Source_BFS_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","142","7"
"No","1","N/A","0","Maximum_Independent_Set_Branch_&_Bound_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","154","0"
"Yes","0","0",".002929179","FEAL_N_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","103","3"
"Yes","0","0",".252211692","Markov_Chain_Monte_Carlo_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","113","2"
"Yes","0","0",".002680109","Conjugate_Gradient_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","129","4"
"Yes","0","0",".119977508","SIMPLE_Algorithm_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","170","21"
"Yes","0","0",".002465907","Line_Equation_from_Two_Points_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","69","18"
"Yes","0","0",".003933024","Segmented_Sieve_of_Eratosthenes_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","120","2"
"No","1","N/A","0","Pearson_Correlation_Algorithm_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","71","0"
"Yes","0","0",".003370164","Triangle_Type_Detection_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","99","12"
"No","1","N/A","0","Affinity_Propagation_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","182","0"
"Yes","0","139",".467714288","Randomized_PCA_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","220","0"
"Yes","0","0",".003661444","Brownian_Dynamics_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","170","72"
"No","1","N/A","0","Bayesian_Linear_Regression_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","215","0"
"Yes","0","0",".002320012","CAST_256_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","138","1"
"Yes","0","0",".002284214","Lucas_Lehmer_Primality_Test_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","57","10"
"No","1","N/A","0","Deflated_CG_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","107","0"
"Yes","0","0",".003195831","DSU_Rollback_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","118","15"
"Yes","0","0",".038702334","Hartree_Fock_Method_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","293","28"
"Yes","0","0",".016193794","Percolation_Threshold_Estimation_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","117","3"
"Yes","0","124","1.001790637","Midpoint_Rule_Integration_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","56","0"
"Yes","0","0",".003673406","Ridge_Regression_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","126","3"
"Yes","0","0",".003167296","Flow_Augmentation_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","126","1"
"Yes","0","0",".002380450","Convex_Hull_Jarvis_March_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","142","5"
"Yes","0","0",".002904427","Graph_Transposition_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","113","13"
"Yes","0","139",".296962944","Bounding_Box_Oriented_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","131","0"
"Yes","0","0",".003120887","Residual_Capacity_Update_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","114","12"
"Yes","0","0",".003200113","Floyd_Warshall_for_Transitive_Closure_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","57","4"
"Yes","0","0",".002337974","Minimum_Edge_Cover_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","113","4"
"No","1","N/A","0","Double_Deep_Q_Learning_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","350","0"
"No","1","N/A","0","Closest_Pair_n=1000_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","55","0"
"Yes","0","0",".003211597","k_d_Tree_k=3_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","184","24"
"Yes","0","0",".003445332","RC2_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","152","15"
"No","1","N/A","0","Graph_Attention_Network_GAT_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","201","0"
"Yes","0","0",".003353895","Outerplanar_Graph_Check_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","148","7"
"Yes","0","139",".321348233","TFQMR_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","161","0"
"Yes","0","136",".100777349","Solovay_Strassen_Primality_Test_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","90","0"
"Yes","0","0",".003300727","Vector_Cross_Product_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","56","3"
"Yes","0","0",".003475346","Newton’s_Method_for_Optimization_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","123","10"
"Yes","0","0",".002308855","CHAM_64_128_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","117","7"
"Yes","0","0",".016476245","Katz_Centrality_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","111","9"
"Yes","0","139",".686402390","Autoencoder_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","140","0"
"Yes","0","0",".004619029","DES_56_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","209","5"
"Yes","0","0",".022154607","K_Medoids_Clustering_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","158","16"
"No","1","N/A","0","Elastic_Net_Regression_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","93","0"
"No","1","N/A","0","Bagging_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","105","0"
"Yes","0","0",".003087500","Minimum_Path_Cover_in_DAG_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","111","13"
"No","1","N/A","0","Poisson_Equation_Solver_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","88","0"
"Yes","0","0",".002475548","SPECK_64_96_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","124","25"
"Yes","0","0",".025060249","SRGAN_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","114","17"
"Yes","0","0",".004598251","Shortest_Path_Tree_Construction_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","127","201"
"Yes","0","0",".007170413","Personalized_PageRank_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","118","6"
"Yes","0","0",".003819596","Newton_Euler_Method_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","197","2"
"Yes","0","139",".216649238","Short_Time_Fourier_Transform_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","141","0"
"Yes","0","0",".003042349","Graph_Similarity_GED_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","118","2"
"No","1","N/A","0","SPFA_Shortest_Path_Faster_Algorithm_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","105","0"
"Yes","0","0",".003225297","Boruvka’s_MST_Algorithm_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","159","13"
"Yes","0","0",".003654106","Inverse_Kinematics_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","135","22"
"Yes","0","0",".021014607","Polygon_Arrangement_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","194","5"
"No","1","N/A","0","Rapidly_Exploring_Random_Trees_RRT_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","121","0"
"Yes","0","0",".003238319","CLEFIA_128_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","255","2"
"Yes","0","0",".002178994","RC5_12_Rounds_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","132","4"
"Yes","0","0",".003377262","K_Core_Decomposition_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","94","27"
"Yes","0","0",".007976034","Successive_Over_Relaxation_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","75","4"
"No","1","N/A","0","Union_of_Polygons_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","113","0"
"No","1","N/A","0","Tree_Centers_Computation_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","204","0"
"Yes","0","0",".002186185","FOX_Safer++_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","360","3"
"Yes","0","124","1.002377536","DreamBooth_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","120","0"
"Yes","0","0",".002200909","Pollard’s_Rho_Algorithm_for_Discrete_Logarithm_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","168","12"
"Yes","0","0",".002158304","Interval_Tree_Geometry_Query_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","280","5"
"Yes","0","0",".002480484","Toom_Cook_Multiplication_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","154","3"
"Yes","0","0",".002533867","Trial_Division_Primality_Check_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","84","10"
"Yes","0","0",".007415851","Skipjack_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","171","9"
"Yes","0","124","1.004043592","Binary_Lifting_for_LCA_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","120","0"
"Yes","0","0",".003694682","Eigenvalue_Decomposition_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","123","35"
"Yes","0","0",".002982974","Hamiltonian_Cycle_Dynamic_Programming_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","95","1"
"No","1","N/A","0","Triangle_Orthocenter_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","63","0"
"No","1","N/A","0","Triplet_Network_v4.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v4","87","0"
