CompiledGCCStatus,RunStatus,Runtime,FileName,Path,FileSize,OutLines
"Yes","0","0",".006159041","ARIA_OFB_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6409","0"
"Yes","0","0",".007752452","Graph_Generator_Barabási_Albert_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3898","0"
"Yes","0","0",".005579905","Fermat_Primality_Test_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1776","0"
"Yes","0","124","5.001932975","Monte_Carlo_Connectivity_Estimation_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3682","0"
"No","1","N/A","0","Random_Projection_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3369","0"
"Yes","0","0",".136533781","Voronoi_Random_Seeds_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5491","0"
"Yes","0","0",".134408937","Metaballs_Surface_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1853","0"
"Yes","0","0",".008180980","Falcon_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1466","0"
"Yes","0","0",".007923941","Floyd_Warshall_for_Transitive_Closure_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1429","0"
"Yes","0","124","5.003055109","Line_Intersection_Infinite_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3098","0"
"Yes","0","0",".009251784","Polynomial_Addition_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2745","0"
"Yes","0","0",".139533418","Velocity_Verlet_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3932","0"
"Yes","0","0",".115479094","Branch_and_Bound_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5664","0"
"Yes","0","0",".007794110","Camellia_GCM_128_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8627","0"
"Yes","0","0",".006808753","ARIA_CBC_256_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","9829","0"
"Yes","0","0",".006562965","Graph_Augmentation_Edge_Swaps_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4068","0"
"Yes","0","0",".696498631","Voronoi_n=20_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4241","0"
"Yes","0","0",".007375329","AES_256_CCM_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","13100","0"
"No","1","N/A","0","De_Boor_Algorithm_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3641","0"
"Yes","0","0",".009868178","Prime_Enumeration_via_Sieve_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1999","0"
"Yes","0","0",".007739925","Terrain_Visibility_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3621","0"
"Yes","0","139",".081407208","Twofish_192_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","11755","0"
"Yes","0","0",".009894368","Midori_64_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6171","0"
"Yes","0","0",".548675337","Quaternion_Rotation_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6399","0"
"Yes","0","139",".381676739","HOG_Feature_Descriptor_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7038","0"
"Yes","0","0",".237544360","Point_in_Polygon_Ray_Casting_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2879","0"
"Yes","0","124","5.001673122","Ceiling_Function_Algorithm_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2396","0"
"Yes","0","0",".193467679","Gouraud_Shading_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4461","0"
"Yes","0","139",".395102178","Independent_Component_Analysis_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","9255","0"
"No","1","N/A","0","ProtoNet_Prototypical_Network_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2557","0"
"Yes","0","0",".007895949","AES_128_CBC_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6928","0"
"Yes","0","0",".202492087","Covariance_Matrix_Computation_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3697","0"
"Yes","0","139",".094043700","Overlay_of_Subdivisions_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4707","0"
"Yes","0","0",".367867319","Momentum_Gradient_Descent_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2129","0"
"Yes","0","0",".005969958","AlphaCode_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2371","0"
"No","1","N/A","0","DPO_Direct_Preference_Optimization_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4123","0"
"Yes","0","0",".007738247","Toom_Cook_Multiplication_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6255","0"
"Yes","0","0",".106916263","Upwind_Scheme_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2637","0"
"Yes","0","0",".022299860","Linear_Sieve_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3302","0"
"Yes","0","0",".008132842","All_Pairs_Edge_Connectivity_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4093","0"
"No","1","N/A","0","Naive_Bayes_Classifier_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2845","0"
"Yes","0","0",".005505109","Matrix_Exponentiation_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4229","0"
"Yes","0","0",".007848543","Modular_Addition_Chain_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2631","0"
"Yes","0","0",".007505301","Skipjack_ECB_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5029","0"
"Yes","0","0",".005798588","Knapsack_Problem_Solver_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2522","0"
"Yes","0","0",".069927245","Approximate_Distance_via_Landmark_Sampling_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5796","0"
"Yes","0","0",".017471823","Sieve_of_Atkin_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1985","0"
"Yes","0","0",".102804329","Batch_Normalization_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3347","0"
"Yes","0","0",".029462468","CodeT5_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1307","0"
"Yes","0","124","5.001970940","Reachability_Query_via_BFS_DFS_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3591","0"
"Yes","0","0",".182692513","Progressive_GAN_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7952","0"
"Yes","0","139",".232784154","Siamese_Network_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3099","0"
"Yes","0","0",".152881795","FFT_Based_Multiplication_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3611","0"
"Yes","0","0",".008455782","Modular_Inverse_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2592","0"
"Yes","0","0",".007973009","FEAL_8_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4237","0"
"Yes","0","0",".068391621","Arrangements_of_Circles_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5269","0"
"No","1","N/A","0","Perceptron_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4676","0"
"No","1","N/A","0","Visibility_Graph_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3697","0"
"Yes","0","139",".290483290","Gaussian_Naive_Bayes_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8114","0"
"No","1","N/A","0","Point_in_Polygon_Winding_Number_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2248","0"
"Yes","0","0",".006938772","Camellia_128_GCM_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","9102","0"
"Yes","0","0",".647929871","ICP_Alignment_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","9042","0"
"Yes","0","0",".416989446","Extended_Kalman_Filter_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8617","0"
"Yes","0","0",".005820074","Triangle_Area_Shoelace_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","955","0"
"No","1","N/A","0","Convex_Hull_n=10_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2140","0"
"No","1","N/A","0","Runge_Kutta_3_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3748","0"
"Yes","0","0",".006077635","Prim’s_Minimum_Spanning_Tree_Algorithm_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2356","0"
"Yes","0","0",".341538658","Successive_Over_Relaxation_SOR_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3168","0"
"No","1","N/A","0","Geometric_Multigrid_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4465","0"
"Yes","0","0",".108521883","DeepWalk_Embedding_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5972","0"
"Yes","0","0",".112670124","Polygon_Simplicity_Check_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5185","0"
"Yes","0","0","1.303360723","CycleGAN_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5353","0"
"Yes","0","0",".007791449","IDEA_NXT_128_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3580","0"
"Yes","0","0",".006224519","Blowfish_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4659","0"
"Yes","0","0",".132499024","Reinforcement_NAS_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4883","0"
"Yes","0","0",".221109667","Elliptic_Filter_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4668","0"
"Yes","0","0",".007661876","Bridge_Finding_in_Dynamic_Graphs_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4105","0"
"Yes","0","0",".006033427","Cactus_Graph_Recognition_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5211","0"
"Yes","0","0",".034559281","Guard_Placement_Problem_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2433","0"
"Yes","0","0",".010611327","Flow_Augmentation_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3054","0"
"Yes","0","139",".373291762","Local_Outlier_Factor_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7262","0"
"Yes","0","124","5.001880778","Alternating_Least_Squares_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6828","0"
"Yes","0","0",".248630899","Groq_Transformer_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3957","0"
"Yes","0","0",".008254681","Polygon_Convexity_Check_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5493","0"
"Yes","0","0",".154193684","Boundary_Element_Method_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3805","0"
"Yes","0","139",".900009057","Quadtree_Query_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4661","0"
"Yes","0","0",".248668658","Givens_Rotation_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3846","0"
"Yes","0","0",".006272128","ARIA_CFB_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7089","0"
"Yes","0","0",".005644469","Stein’s_Algorithm_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3969","0"
"Yes","0","0",".230825561","Perspective_Projection_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4045","0"
"Yes","0","0",".005027217","KATAN_64_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3461","0"
"Yes","0","0",".005403086","Minimum_Path_Cover_in_DAG_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5547","0"
"Yes","0","0",".005774485","Union_of_Rectangles_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2888","0"
"No","1","N/A","0","Procedural_Terrain_Generation_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3539","0"
"Yes","0","139",".213004115","Conjugate_Gradient_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3182","0"
"Yes","0","0",".007262824","Eulerian_Path_Algorithm_Hierholzer’s_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3642","0"
"Yes","0","139",".392419488","Bairstow’s_Method_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5377","0"
"Yes","0","0","2.578514949","Planar_Graph_Shortest_Path_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3708","0"
"Yes","0","0",".169341224","Conjugate_Gradient_Kernel_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6363","0"
"Yes","0","0",".007597943","KTANTAN_48_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3636","0"
"Yes","0","134",".094086455","Maximum_Planar_Subgraph_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4592","0"
"Yes","0","0",".082583905","Monte_Carlo_Graph_Traversal_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4553","0"
"Yes","0","124","5.001873397","AlexNet_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8149","0"
"Yes","0","0",".051732811","Infinite_Impulse_Response_Filter_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1615","0"
"Yes","0","0",".007533478","Fast_Doubling_for_Fibonacci_Numbers_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1703","0"
"Yes","0","0",".005750830","Induced_Subgraph_Extraction_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2258","0"
"Yes","0","0",".253783262","Triangle_Centroid_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2760","0"
"Yes","0","0",".213658818","Mesh_Intersection_Detection_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5813","0"
"Yes","0","0",".261422568","Expectation_Propagation_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3833","0"
"No","1","N/A","0","Vision_Transformer_ViT_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","9796","0"
"Yes","0","0",".022302842","Kronecker_Product_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3804","0"
"Yes","0","0",".005634015","Special_Number_Field_Sieve_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5776","0"
"Yes","0","0",".014550735","Dynamic_Connectivity_Euler_Tour_Tree_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8409","0"
"Yes","0","124","5.002281630","Domain_Decomposition_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2545","0"
"Yes","0","0",".344407664","Homography_Estimation_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3254","0"
"Yes","0","0",".124581546","Triangle_Counting_via_Matrix_Multiplication_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2179","0"
"Yes","0","0",".007859061","ORYX_Cipher_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3989","0"
"Yes","0","0",".005936052","Warshall’s_Transitive_Closure_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2737","0"
"Yes","0","124","5.001627913","Polynomial_GCD_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3898","0"
"Yes","0","0",".487079407","Bayesian_Linear_Regression_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3441","0"
"Yes","0","0",".026043589","Planar_Face_Detection_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2890","0"
"No","1","N/A","0","Quasi_Monte_Carlo_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4195","0"
"Yes","0","139",".295633094","Closest_Pair_Clustered_Distribution_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2176","0"
"No","1","N/A","0","Point_Cloud_Downsampling_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3107","0"
"Yes","0","0",".024056154","Graph_Sampling_via_Random_Edge_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3228","0"
"Yes","0","0",".007592805","Obstacle_Expansion_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2318","0"
"Yes","0","139",".250635451","AlphaZero_Algorithm_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7641","0"
"Yes","0","0",".007561973","Euler_Tour_Tree_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7073","0"
"No","1","N/A","0","k_d_Tree_k=2_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3364","0"
"Yes","0","0",".695313591","Personalized_PageRank_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5290","0"
"Yes","0","0",".185027400","Geometric_Heat_Flow_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3496","0"
"Yes","0","0",".005870993","Gusfield’s_Cut_Tree_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4923","0"
"No","1","N/A","0","Support_Vector_Machine_SVM_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4299","0"
"Yes","0","0",".008686247","Polynomial_Multiplication_Naive_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2482","0"
"Yes","0","0",".026276316","BLIP_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2149","0"
"Yes","0","0",".021116648","Online_Bipartite_Matching_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6403","0"
"Yes","0","0",".005882639","Camellia_192_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8917","0"
"Yes","0","0",".118866106","Runge_Kutta_4_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2272","0"
"Yes","0","0",".217932299","Conjugate_Gradient_Optimization_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4187","0"
"Yes","0","0",".084713556","Coupled_Cluster_Method_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4838","0"
"Yes","0","0",".030303715","Voronoi_Diagram_Incremental_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2390","0"
"Yes","0","0",".005675957","Johnson’s_Reweighting_for_All_Pairs_Shortest_Path_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2786","0"
"Yes","0","0",".006715014","Modular_Square_Root_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2700","0"
"Yes","0","0",".220314841","YOLOv4_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8515","0"
"Yes","0","0",".006883267","Tree_Diameter_via_Double_BFS_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4419","0"
"Yes","0","0",".281606295","Koch_Snowflake_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3194","0"
"Yes","0","134",".083631701","3DES_CBC_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","9008","0"
"Yes","0","0",".165071203","Support_Vector_Regressor_SVR_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2694","0"
"Yes","0","124","5.003056820","Circle_Intersection_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1454","0"
"Yes","0","0",".008060812","Graph_Coloring_Greedy_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2394","0"
"Yes","0","0",".011075924","Convex_Hull_Monotonic_Chain_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4589","0"
"Yes","0","0",".955430102","Octree_Query_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","9166","0"
"Yes","0","0",".520216521","TD3_Twin_Delayed_DDPG_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7327","0"
"No","1","N/A","0","Nonlinear_Regression_via_Gradient_Descent_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4062","0"
"Yes","0","0",".230449306","Stochastic_Gradient_Descent_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5921","0"
"Yes","0","0",".345260562","LSMR_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4186","0"
"Yes","0","0",".008126660","Planar_Graph_Dual_Construction_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3787","0"
"No","1","N/A","0","Latent_Diffusion_Model_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3290","0"
"Yes","0","0",".372279446","InfoGAN_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","10814","0"
"Yes","0","0",".064556172","Jacobian_Matrix_Geometry_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2094","0"
"Yes","0","0",".007049898","AES_128_CTR_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6158","0"
"Yes","0","134",".086477112","Scaling_Flow_Algorithm_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3329","0"
"Yes","0","0",".781871693","StyleGAN2_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6319","0"
"Yes","0","0",".006283132","Lowest_Common_Ancestor_via_Segment_Tree_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3619","0"
"Yes","0","0","1.235951915","N_Body_Simulation_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4805","0"
"Yes","0","0",".007925940","KTANTAN_64_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4647","0"
"No","1","N/A","0","Short_Time_Fourier_Transform_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3192","0"
"Yes","0","136",".079602844","Solovay_Strassen_Primality_Test_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2623","0"
"Yes","0","0",".406199076","Wasserstein_GAN_WGAN_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","11458","0"
"Yes","0","0",".006872458","Rotating_Calipers_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3528","0"
"Yes","0","0",".005921623","RECTANGLE_64_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1726","0"
"Yes","0","134",".078412043","AES_256_OCB_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","11071","0"
"Yes","0","139",".212766272","LSQR_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5095","0"
"Yes","0","139",".092628133","R_Tree_Construction_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","9183","0"
"Yes","0","0",".007641230","Convex_Hull_n=100_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2699","0"
"Yes","0","0",".236919853","ShuffleNet_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8564","0"
"Yes","0","139",".351456696","FTRL_Optimizer_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4350","0"
"Yes","0","0",".109540488","Root_Finding_Newton_Raphson_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3518","0"
"Yes","0","0",".006098265","Codex_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7124","0"
"Yes","0","0",".731027597","CBOW_Model_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7309","0"
"No","1","N/A","0","Durand_Kerner_Method_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3609","0"
"Yes","0","139",".348738805","Perceiver_IO_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","9781","0"
"Yes","0","0",".062098352","K_Nearest_Neighbors_KNN_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4448","0"
"Yes","0","0",".007485002","Shortest_Path_Tree_Construction_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2349","0"
"Yes","0","124","5.002229250","PEFT_Parameter_Efficient_Fine_Tuning_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5719","0"
"Yes","0","0",".062142727","Multinomial_Naive_Bayes_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4460","0"
"Yes","0","0",".007761173","Convex_Hull_Graham_Scan_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7132","0"
"Yes","0","0",".357923473","Metis_Graph_Partitioning_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6316","0"
"Yes","0","0",".007838954","KATAN_32_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3821","0"
"Yes","0","0",".005687877","Chordal_Graph_Recognition_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4205","0"
"No","1","N/A","0","XGBoost_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4619","0"
"No","1","N/A","0","Secant_Method_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2066","0"
"Yes","0","0",".235467501","Contour_Extraction_v6.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7410","0"
